,Date,RF Annual,RF Daily
610,2021-09-09,1.3,0.0022845484156153173
611,2021-09-10,1.35,0.0023436058737871246
612,2021-09-13,1.33,0.0023201346649801557
613,2021-09-14,1.28,0.002260566147789689
614,2021-09-15,1.31,0.0022964616724079345
615,2021-09-16,1.34,0.0023318952768360823
616,2021-09-17,1.37,0.002366878714309184
617,2021-09-20,1.31,0.0022964616724079345
618,2021-09-21,1.33,0.0023201346649801557
619,2021-09-22,1.32,0.0023083236085736925
620,2021-09-23,1.41,0.002412842525140624
621,2021-09-24,1.47,0.0024803810696476525
622,2021-09-27,1.48,0.0024914782031018046
623,2021-09-28,1.54,0.002557138109255952
624,2021-09-29,1.55,0.0025679308409012336
